'Are'are;alu
Pagibete;pae
Pagu;pgu
Pahanan Agta;apf
Pahari-Potwari;phr
Pahi;lgt
Pahlavani;phv
Pahouin;fan
Pai Tavytera;pta
Paicî;pri
Paipai;ppi
Paite Chin;pck
Paiwan;pwn
Pajapan Nahuatl;nhp
Pak-Tong;pkg
Pakanha;pkn
Pakistan Sign Language;pks
Paku Karen;kpp
Paku;pku
Pal;abw
Palaic;plq
Palaka Senoufo;plr
Palantla Chinantec;cpa
Palatinate German;pfl
Palauan;pau
Palawan Batak;bya
Paleni;pnl
Palenquero;pln
Pali;pi
Palikúr;plu
Palikur;plu
Paliyan;pcf
Pallanganmiddang;pmd
Palor;fap
Palpa;plp
Palu'e;ple
Paluan;plz
Palumata;pmc
Palya Bareli;bpx
Pam;pmn
Pambia;pmb
Pamlico;pmk
Pamona;pmf
Pamosu;hih
Pamplona Atta;att
Pana (Central Africa);pnz
Pana (West Africa);pnq
Panamanian Sign Language;lsp
Panamint;par
Panang;pcr
Panará;kre
Panare;pbh
Panasuan;psn
Panawa;pwb
Pancana;pnp
Panchpargania;tdb
Pande;bkj
Pangasinan;pag
Pangseng;pgs
Pangutaran Sama;slm
Pangwa;pbr
Pangwali;pgg
Panim;pnr
Paniya;pcg
Pankararé;pax
Pankararú;paz
Pankhu;pkh
Pannei;pnc
Pannonian Rusyn;rsk
Panoan Katukína;knt
Panobo;pno
Panyi Bai;bfc
Panyjima;pnw
Pao;ppa
Papantla Totonac;top
Papapana;ppn
Papar;dpp
Papasena;pas
Papel;pbo
Papi;ppe
Papiamentu;pap
Papitalai;pat
Papora;ppu
Papuan Malay;pmy
Papuan Mor;moq
Papuma;ppm
Pará Arára;aap
Pará Gavião;gvp
Para Naga;pzn
Parachi;prc
Paraguayan Guaraní;gug
Paraguayan Sign Language;pys
Parakanã;pak
Paranan;prf
Paranawát;paf
Paraujano;pbg
Parauk;prk
Parawen;prw
Pardhan;pch
Pardhi;pcl
Pare;asa
Pare;ppt
Parecís;pab
Pareci;pab
Parenga;pcj
Parkari Koli;kvx
Parsi-Dari;prd
Parsi;prp
Parthian;xpr
Parya;paq
Pashto;ps
Pasi;psq
Pass Valley Yali;yac
Patamona;pbc
Patani;ptn
Pataxó Hã-Ha-Hãe;pth
Patep;ptp
Pathiya;pty
Patpatar;gfk
Pattani Malay;mfa
Pattani;lae
Patwin;pwi
Paulohi;plh
Paumarí;pad
Paunaca;pnk
Paunaka;pnk
Pauri Bareli;bfb
Pauserna;psm
Pawaia;pwa
Pawnee;paw
Paynamar;pmr
Pazeh;pzh
Pe;pai
Peñoles Mixtec;mil
Pear;pcb
Pech;pay
Pecheneg;xpc
Peere;pfe
Pei;ppq
Pekal;pel
Pela;bxd
Pele-Ata;ata
Pelende;ppp
Pemon;aoc
Penang Sign Language;psg
Penchal;pek
Pendau;ums
Pengo;peg
Pennsylvania German;pdc
Penobscot;aaq
Penrhyn;pnh
Pentlatch;ptw
Perai;wet
Peranakan Indonesian;pea
Perema;wom
Pero;pip
Persian Sign Language;psc
Persian;fa
Peruvian Sign Language;prl
Petapa Zapotec;zpe
Petats;pex
Petjo;pey
Phai;prt
Phake;phk
Phala;ypa
Phalura;phl
Phana';phq
Phangduwali;phw
Phende;pem
Philippine Sign Language;psp
Phimbi;phm
Phoenician;phn
Phola;ypg
Pholo;yip
Phom;nph
Phong-Kniang;pnx
Phrae Pwo Karen;kjt
Phrae Pwo;kjt
Phrygian;xpg
Phu Thai;pht
Phuan;phu
Phudagi;phd
Phuie;pug
Phukha;phh
Phuma;ypm
Phunoi;pho
Phuong;phg
Phupa;ypp
Phupha;yph
Phuthi;bnt-phu
Phuza;ypz
Piamatsina;ptr
Piame;pin
Piapoco;pio
Piaroa;pid
Picard;pcd
Pichinglis;fpe
Pichis Ashéninka;cpu
Pictish;xpi
Picuris;nai-pic
Pidgin Delaware;dep
Pidgin Iha;ihb
Pidgin Onin;onx
Piedmontese;pms
Pijao;pij
Pije;piz
Pijin;pis
Pilagá;plg
Pileni;piv
Pima Bajo;pia
Pimbwe;piw
Pinai-Hagahai;pnn
Pingelapese;pif
Pini;pii
Pinigura;pnv
Pinjarup;pnj
Pinji;pic
Pinotepa Nacional Mixtec;mio
Pintiini;pti
Pintupi-Luritja;piu
Pinyin;pny
Pipil;ppl
Pirahã;myp
Piratapuyo;pir
Pirlatapa;bxi
Piro;pie
Pirriya;xpa
Piru;ppr
Pisabo;pig
Pisaflores Tepehua;tpp
Piscataway;psy
Pisidian;xps
Pitcairn-Norfolk;pih
Pite Sami;sje
Piti;pcn
Pitjantjatjara;pjt
Pitta-Pitta;pit
Piu;pix
Piya-Kwonci;piy
Plains Apache;apk
Plains Cree;crk
Plains Indian Sign Language;psd
Plains Miwok;pmw
Plapo Krumen;ktj
Plautdietsch;pdt
Playero;gob
Pnar;pbv
Pochuri Naga;npo
Pochutec;xpo
Podoko;pbi
Pogolo;poy
Pohnpeian;pon
Pokangá;pok
Poke;pof
Pol;pmm
Polabian;pox
Polci;plj
Polish Sign Language;pso
Polish;pl
Polonombauk;plb
Pom;pmo
Pomeranian;zlw-pom
Pomo;pmm
Ponam;ncc
Ponares;pod
Pongu;png
Ponosakan;pns
Pontic Greek;pnt
Poqomam;poc
Poqomchi';poh
Porohanon;prh
Port Sandwich;psw
Port Vato;ptv
Portuguese Sign Language;psr
Portuguese;pt
Potawatomi;pot
Potiguára;pog
Pottangi Ollar Gadaba;gdb
Poumei Naga;pmx
Pouye;bye
Powari;pwr
Powhatan;pim
Poyanáwa;pyn
Prakrit;pra
Prasuni;prn
Pray;pry
pre-Roman (Balkans);und-bal
pre-Roman (Iberia);und-ibe
Primitive Irish;pgl
Principense;pre
Proto-Afro-Asiatic;afa-pro
Proto-Albanian;sqj-pro
Proto-Algic;aql-pro
Proto-Algonquian;alg-pro
Proto-Altaic;tut-pro
Proto-Anatolian;ine-ana-pro
Proto-Armenian;hyx-pro
Proto-Atayalic;map-ata-pro
Proto-Athabaskan;ath-pro
Proto-Austro-Asiatic;aav-pro
Proto-Austronesian;map-pro
Proto-Baltic;bat-pro
Proto-Balto-Slavic;ine-bsl-pro
Proto-Bantu;bnt-pro
Proto-Basque;euq-pro
Proto-Berber;ber-pro
Proto-Brythonic;cel-bry-pro
Proto-Bungku-Tolaki;poz-btk-pro
Proto-Celtic;cel-pro
Proto-Central-Eastern Malayo-Polynesian;poz-cet-pro
Proto-Central Malayo-Polynesian;plf-pro
Proto-Central New South Wales;aus-cww-pro
Proto-Chamic;cmc-pro
Proto-Chukotko-Kamchatkan;qfa-cka-pro
Proto-Dravidian;dra-pro
Proto-East-Polynesian;pqe-pol-pro
Proto-Eastern Malayo-Polynesian;pqe-pro
Proto-Eastern Polynesian;poz-pep-pro
Proto-Eskimo-Aleut;esx-pro
Proto-Eskimo;esx-esk-pro
Proto-Finnic;fiu-fin-pro
Proto-Finno-Permic;fiu-fpr-pro
Proto-Finno-Ugric;fiu-pro
Proto-Germanic;gem-pro
Proto-Halmahera-Cenderawasih;poz-hce-pro
Proto-Hellenic;grk-pro
Proto-Hmong-Mien;hmx-pro
Proto-Hmong;hmn-pro
Proto-Indo-Aryan;inc-pro
Proto-Indo-European;ine-pro
Proto-Indo-Iranian;iir-pro
Proto-Inupik;esx-inu-pro
Proto-Iranian;ira-pro
Proto-Italic;itc-pro
Proto-Japonic;jpx-pro
Proto-Kartvelian;ccs-pro
Proto-Korean;qfa-kor-pro
Proto-Lampungic;poz-lgx-pro
Proto-Malayic;poz-mly-pro
Proto-Malayo-Chamic;poz-mcm-pro
Proto-Malayo-Polynesian;poz-pro
Proto-Malayo-Sumbawan;poz-msa-pro
Proto-Mien;hmx-mie-pro
Proto-Mon-Khmer;mkh-pro
Proto-Mongolic;xgn-pro
Proto-Nahuan;azc-nah-pro
Proto-Norse;gmq-pro
Proto-North Caucasian;ccn-pro
Proto-North Sarawak;poz-swa-pro
Proto-Northeast Caucasian;cau-nec-pro
Proto-Nuclear Polynesian;poz-pnp-pro
Proto-Oceanic;poz-oce-pro
Proto-Pama-Nyungan;aus-pam-pro
Proto-Philippine;phi-pro
Proto-Polynesian;poz-pol-pro
Proto-Rukai;dru-pro
Proto-Samic;smi-pro
Proto-Samoyedic;syd-pro
Proto-Semitic;sem-pro
Proto-Sino-Tibetan;sit-pro
Proto-Siouan-Catawban;sca-pro
Proto-Siouan;sio-pro
Proto-Slavic;sla-pro
Proto-South Sulawesi;poz-ssw-pro
Proto-Southwestern Tai;tai-swe-pro
Proto-Sunda-Sulawesi;poz-sus-pro
Proto-Tai;tai-pro
Proto-Tocharian;ine-toc-pro
Proto-Turkic;trk-pro
Proto-Ugric;fiu-ugr-pro
Proto-Uralic;urj-pro
Proto-Uto-Aztecan;azc-pro
Proto-Vietic;mkh-vie-pro
Proto-Western Malayo-Polynesian;pqw-pro
Proto-Yeniseian;qfa-yen-pro
Providencia Sign Language;prz
Psikye;kvj
Pu Ko;puk
Pu Xian;cpx
Puare;pux
Pudtol Atta;atp
Puebla Mazatec;pbm
Puelche;pue
Puerto Rican Sign Language;psl
Puimei Naga;npu
Puinave;pui
Pukapuka;pkp
Pukapukan;pkp
Pulaar;fuc
Pulabu;pup
Pular;fuf
Puluwat;puw
Puluwatese;puw
Pumé;yae
Puma;pum
Pumpokol;xpm
Punan Aput;pud
Punan Bah-Biau;pna
Punan Batu;pnm
Punan Merah;puf
Punan Merap;puc
Punan Tubu;puj
Punic;xpu
Punjabi;pa
Punu;puu
Puoc;puo
Puquina;puq
Puragi;pru
Purari;iar
Purepecha;pua
Puri;prr
Purik;prx
Purisimeño;puy
Puroik;suv
Puruborá;pur
Purum Naga;puz
Purum;pub
Putai;mfl
Putoh;put
Putukwam;afe
Puxian Min;cpx
Puyo-Paekche;xpp
Puyuma;pyu
Pwaamèi;pme
Pwaamei;pme
Pwapwâ;pop
Pwapwa;pop
Pwo Eastern Karen;kjp
Pyapun;pcw
Pye Krumen;pye
Pyen;pyy
Pyu (New Guinea);pby
Pyu;pby
Q'anjob'al;kjb
Q'eqchi;kek
Qabiao;laq
Qaqet;byx
Qashqa'i;qxq
Qatabanian;xqt
Qila Muji;ymq
Qimant;ahg
Qiubei Zhuang;zqe
Quapaw;qua
Quebec Sign Language;fcs
Quechan;yum
Quechua;qu
Quenya;qya
Querétaro Otomi;otq
Quetzaltepec Mixe;pxm
Queyu;qvy
Quiavicuzas Zapotec;zpj
Quileute;qui
Quinault;qun
Quinqui;quq
Quioquitani-Quierí Zapotec;ztq
Quiotepec Chinantec;chq
Quiripi;qyp
Réunion Creole French;rcf
Rabha;rah
Rade;rad
Raetic;xrr
Raga;lml
Rahambuu;raz
Rajah Kabunsuwan Manobo;mqk
Rajasthani;raj
Rajbanshi;rjs
Raji;rji
Rajong;rjg
Rajput Garasia;gra
Rakahanga-Manihiki;rkh
Rakhine;rki
Ralte;ral
Rama;rma
Ramandi;tks
Ramoaaina;rai
Ramopa;kjx
Rampi;lje
Rana Tharu;thr
Rang;rax
Rangkas;rgk
Ranglong;rnl
Rao;rao
Rapa Nui;rap
Rapa;ray
Rapoisi;kyx
Rapting;rpt
Rara Bakati';lra
Rarotongan;rar
Rasawa;rac
Ratagnon;btn
Ratahan;rth
Rathawi;rtw
Rathwi Bareli;bgd
Raute;rau
Ravula;yea
Rawa;rwo
Rawang;raw
Rawat;jnl
Rawo;rwa
Rayón Zoque;zor
Razajerdi;rat
Razihi;rzh
Reang;ria
Red Gelao;gir
Reel;atu
Rejang Kayan;ree
Rejang;rej
Reli;rei
Rema;bow
Rembarunga;rmb
Rembong;reb
Remo;rem
Remontado Agta;agv
Rempi;rmp
Remun;lkj
Rendille;rel
Rengao;ren
Rennellese Sign Language;rsi
Rennellese;mnv
Repanbitip;rpn
Rer Bare;rer
Rerau;rea
Rerep;pgk
Resígaro;rgr
Reshe;res
Retta;ret
Reyesano;rey
Riang;ril
Riantana;ran
Ribun;rir
Rien;rie
Rigwe;iri
Rikbaktsa;rkb
Rincón Zapotec;zar
Ringgou;rgu
Ririo;rri
Ritarungo;rit
Riung;riu
Riverain Sango;snj
Rogo;rod
Rohingya;rhg
Roma;rmm
Romagnol;rgn
Romam;rmx
Romani Greek;rge
Romani;rom
Romanian Sign Language;rms
Romanian;ro
Romano-Greek;rge
Romano-Serbian;rsb
Romanova;rmv
Romansch;rm
Romblomanon;rol
Rombo;rof
Romkun;rmk
Ron;cla
Ronga;rng
Rongga;ror
Rongmei Naga;nbu
Rongpo;rnp
Ronji;roe
Roon;rnn
Roria;rga
Roro;rro
Rotokas;roo
Rotuman;rtm
Roviana;rug
Ruching Palaung;pce
Rudbari;rdb
Rufiji;rui
Ruga;ruh
Rukai;dru
Rukiga;cgg
Ruma;ruz
Rumai Palaung;rbb
Rumu;klq
Runa;rna
Runga;rou
Rungus;drg
Rungwa;rnw
Russenorsk;crp-rsn
Russian Sign Language;rsl
Russian;ru
Rusyn;rue
Rutul;rut
Ruuli;ruc
Ruund;rnd
Rwa;rwk
S'gaw Karen;ksw
Sîshëë;sih
Sô;sss
Sìcìté Sénoufo;sep
Sáliba;slc
São Paulo Kaingáng;zkp
Sãotomense;cri
Sa'a;apb
Sa'ban;snv
Sa'och;scq
Sa;sax
Saafi-Saafi;sav
Saam;raq
Saamia;lsm
Saanich;str
Saare;uss
Saaroa;sxr
Sabüm;sbo
Saba;saa
Sabaean;xsa
Sabah Bisaya;bsy
Sabah Malay;msi
Sabanê;sae
Sabaot;spy
Sabine;sbv
Sabir;pml
Sabu;hvn
Sacapulteco;quv
Sadri;sck
Saek;skb
Saep;spd
Safaliba;saf
Safeyoka;apz
Safwa;sbk
Sagala;sbm
Sagalla;tga
Sahaptin;qot
Saho;ssy
Sahu;saj
Saidi Arabic;aec
Saisiyat;xsy
Sajau Basap;sjb
Sakachep;sch
Sakam;skm
Sakao;sku
Sakata;skt
Sake;sak
Sakirabiá;skf
Sakizaya;szy
Sala;shq
Salampasu;slx
Salar;slr
Salas;sgu
Salchuq;slq
Saleman;sau
Saliba;sbe
Salinan;sln
Salt-Yui;sll
Saluan;loe
Salumá;slj
Salvadoran Sign Language;esn
Sam;snx
Sama;smd
Samaritan Aramaic;sam
Samaritan Hebrew;smp
Samaritan;smp
Samarokena;tmj
Samatao;ysd
Samba Daka;ccg
Samba Leko;ndi
Samba;smx
Sambali;xsb
Sambalpuri;spv
Sambe;xab
Samberigi;ssx
Samburu;saq
Samei;smh
Samo;smq
Samoan Plantation Pidgin;cpe-spp
Samoan;sm
Samogitian;sgs
Samosa;swm
Sampang;rav
Samre;sxm
Samtao;stu
Samvedi;smv
San Agustín Mixtepec Zapotec;ztm
San Baltazar Loxicha Zapotec;zpx
San Dionisio Del Mar Huave;hve
San Felipe Otlaltepec Popoloca;pow
San Francisco Del Mar Huave;hue
San Francisco Matlatzinca;mat
San Jerónimo Tecóatl Mazatec;maa
San Juan Atzingo Popoloca;poe
San Juan Colorado Mixtec;mjc
San Juan Guelavía Zapotec;zab
San Juan Teita Mixtec;xtj
San Luís Temalacayuca Popoloca;pps
San Marcos Tlalcoyalco Popoloca;pls
San Martín Itunyoso Triqui;trq
San Miguel Creole French;scf
San Miguel el Grande Mixtec;mig
San Miguel El Grande Mixtec;mig
San Miguel Piedras Mixtec;xtp
San Pablo Güilá Zapotec;ztu
San Pedro Amuzgos Amuzgo;azg
San Pedro Quiatoni Zapotec;zpf
San Salvador Kongo;kwy
San Vicente Coatlán Zapotec;zpt
Sanaani Arabic;ayn
Sanapaná;sap
Sanapaná;spn
Sandawe;sad
Sanga (Congo);sng
Sanga (Nigeria);xsn
Sanggau;scg
Sangil;snl
Sangir;sxn
Sangisari;sgr
Sangkong;sgk
Sanglechi;sgy
Sango;sg
Sangtam Naga;nsa
Sangu (Gabon);snq
Sangu (Tanzania);sbp
Sangu;sbp
Sani;ysn
Sanie;ysy
Saniyo-Hiyewe;sny
Sankaran Maninka;msc
Sansi;ssi
Sanskrit;sa
Sansu;sca
Santa Catarina Albarradas Zapotec;ztn
Santa Inés Ahuatempan Popoloca;pca
Santa Inés Yatzechi Zapotec;zpn
Santa Lucía Monteverde Mixtec;mdv
Santa María Del Mar Huave;hvv
Santa María La Alta Nahuatl;nhz
Santa María Quiegolani Zapotec;zpi
Santa María Zacatepec Mixtec;mza
Santa Teresa Cora;cok
Santali;sat
Santiago Xanica Zapotec;zpr
Santo Domingo Albarradas Zapotec;zas
Sanumá;xsu
Sapé;spc
Sapa;tys
Saparua;spr
Sapo;krn
Saponi;spi
Saposa;sps
Sapuan;spu
Sar;mwm
Sara Dunjo;koj
Sara Kaba Deme;kwg
Sara Kaba Náà;kwv
Sara Kaba;sbz
Sara;sre
Saraiki;skr
Saramaccan;srm
Sarangani Blaan;bps
Sarangani Manobo;mbs
Sarasira;zsa
Saraveca;sar
Sarcee;srs
Sardinian;sc
Sarikoli;srh
Sarli;sdf
Sartang;onp
Sarua;swy
Sarudu;sdu
Saruga;sra
Sasak;sas
Sasaru;sxs
Sassarese Sardinian;sdc
Sassarese;sdc
Satawalese;stw
Sateré-Mawé;mav
Saterland Frisian;stq
Saudi Arabian Sign Language;sdl
Sauk;skc
Sauraseni Prakrit;psu
Saurashtra;saz
Sauri;srt
Sause;sao
Sausi;ssj
Savara;svr
Savi;sdg
Savosavo;svs
Sawai;szw
Saweru;swr
Sawi;saw
Sawila;swt
Sawriya Paharia;mjt
Saxwe Gbe;sxw
Saya;say
Sayula Popoluca;pos
Scots;sco
Scottish Gaelic;gd
Scythian;xsc
Seba;kdg
Sebat Bet Gurage;sgw
Seberuang;sbx
Sebop;sib
Sebuyau;snb
Sechelt;sec
Secoya;sey
Sedang;sed
Sedoa;tvw
Seeku;sos
Segai;sge
Segeju;seg
Seget;sbg
Sehwi;sfw
Seimat;ssg
Seit-Kaitetu;hik
Sekani;sek
Sekapan;skp
Sekar;skz
Seke;skj
Seki;syi
Seko Padang;skx
Seko Tengah;sko
Sekpele;lip
Selangor Sign Language;kgi
Selaru;slu
Selayar;sly
Selee;snw
Selepet;spl
Selian;sxl
Selk'nam;ona
Selknam;ona
Selkup;sel
Selonian;sxl
Selungai Murut;slg
Seluwasan;sws
Sema;nsm
Semai;sea
Semandang;sdm
Semaq Beri;szc
Sembakung Murut;sbr
Semelai;sza
Semimi;etz
Semnam;ssm
Semnani;smy
Sempan;xse
Sena;seh
Senara Sénoufo;seq
Senaya;syn
Sene;sej
Seneca;see
Sened;sds
Sengele;szg
Senggi;snu
Sengo;spk
Sengseng;ssz
Senhaja De Srair;sjs
Sensi;sni
Sentani;set
Senthang Chin;sez
Sentinelese;std
Sepa (Indonesia);spb
Sepa (New Guinea);spe
Sepa;spe
Sepen;spm
Sepik Iwam;iws
Sepik Mari;mbx
Sera;sry
Seraiki;skr
Serbo-Croatian;sh
Sere;swf
Serer;srr
Seri;sei
Serili;sve
Seroa;kqu
Serrano;ser
Seru;szd
Serua;srw
Serudung Murut;srk
Serui-Laut;seu
Seta;stf
Setaman;stm
Seti;sbi
Settla;sta
Severn Ojibwa;ojs
Sewa Bay;sew
Seychellois Creole;crs
Seze;sze
Sha;scw
Shabak;sdb
Shabo;sbf
Shahmirzadi;srz
Shahrudi;shm
Shall-Zwall;sha
Shama-Sambuga;sqa
Shamang;xsh
Shambala;ksb
Shan;shn
Shanenawa;swo
Shanga;sho
Shangzhai;jih
Shaojiang Min;sjc
Sharanahua;mcd
Shark Bay;ssv
Sharwa;swq
Shasta;sht
Shatt;shj
Shau;sqh
Shawnee;sjw
She;shx
Shehri;shv
Shekkacho;moy
Sheko;she
Shelta;sth
Shempire Senoufo;seb
Shendu;shl
Sheni;scv
Sherbro;bun
Sherdukpen;sdp
Sherpa;xsr
Sheshi Kham;kip
Shi;shr
Shihhi Arabic;ssh
Shiki;gua
Shilluk;shk
Shina;scl
Shinabo;snh
Shinasha;bwo
Shinyiha;nyr
Shipibo-Conibo;shp
Shixing;sxg
Sholaga;sle
Shom Peng;sii
Shona;sn
Shoo-Minda-Nye;bcv
Shor;cjs
Shoshone;shh
Shqip;shq
Shua;shg
Shuadit;sdt
Shuar;jiv
Shubi;suj
Shughni;sgh
Shumashti;sts
Shumcho;scu
Shuswap;shs
Shuwa-Zamani;ksa
Shwai;shw
Shwe Palaung;pll
Sialum;slw
Siamou;sif
Sian;spg
Siane;snp
Siang;sya
Siar-Lak;sjr
Sibe;nco
Siberian Tatar;sty
Sibu Melanau;sdx
Sicanian;sxc
Sicel;scx
Sichuan Yi;ii
Sicilian;scn
Siculo-Arabic;sqr
Sidamo;sid
Sidetic;xsd
Sie;erg
Sierra de Juárez Zapotec;zaa
Sierra Leone Sign Language;sgx
Sierra Negra Nahuatl;nsu
Sighu;sxe
Sihan;snr
Sika;ski
Sikaiana;sky
Sikaritai;tty
Sikiana;sik
Sikkimese;sip
Sikule;skh
Sila;slt
Silacayoapan Mixtec;mks
Sileibi;sbq
Silesian German;sli
Silesian;szl
Silimo;wul
Siliput;mkc
Silopi;xsp
Silt'e;stv
Simaa;sie
Simalungun Batak;bts
Simba;sbw
Simbali;smg
Simbari;smb
Simbo;sbb
Simeku;smz
Simeulue;smr
Simte;smt
Sinagen;siu
Sinasina;sst
Sinaugoro;snc
Sindarin;sjn
Sindhi Bhil;sbn
Sindhi;sd
Sindihui Mixtec;xts
Singa;sgm
Singapore Sign Language;sls
Singpho;sgp
Sinhalese;si
Sinicahua Mixtec;xti
Sininkere;skq
Sinsauru;snz
Sinte Romani;rmo
Sinyar;sys
Sio;xsi
Siona;snn
Sipacapense;qum
Sipakapense;qum
Sira;swj
Siraya;fos
Sirenik;ysr
Siri;sir
Siriano;sri
Sirionó;srq
Sirmauri;srx
Siroi;ssd
Sissala;sld
Sissano;sso
Siuslaw;sis
Sivandi;siy
Siwa;siz
Siwai;siw
Siwi;siz
Siwu;akp
Siyin Chin;csy
Skagit;ska
Skalvian;svx
Ske;ske
Skepi Creole Dutch;skw
Skolt Sami;sms
Skou;skv
Slavey;den
Slavomolisano;svm
Slovak;sk
Slovakian Sign Language;svk
Slovene;sl
Slovincian;zlw-slv
Smärky Kanum;kxq
Small Flowery Miao;sfm
Snohomish;sno
So'a;ssq
Sobei;sob
Sochiapam Chinantec;cso
Soga;xog
Sogdian;sog
Soi;soj
Sok;skk
Sokna;swn
Soko;soc
Sokoro;sok
Solano;xso
Soli;sby
Solong;aaw
Solos;sol
Som;smc
Somali;so
Somba-Siawari;bmu
Somrai;sor
Somray;smu
Somyev;kgt
Sonde;shc
Songa;sgo
Songe;sop
Songlai Chin;csj
Songo;soo
Songomeno;soe
Songoora;sod
Sonha;soi
Sonia;siq
Soninke;snk
Sonsorolese;sov
Soo;teu
Sop;urw
Soqotri;sqt
Sora;srb
Sori-Harengan;sbh
Sorkhei;sqo
Sorothaptic;sxo
Sorsogon Ayta;ays
Sos Kundi;sdk
Sota Kanum;krz
Sotho;st
Sou;sqq
South African Sign Language;sfs
South Awyu;aws
South Azerbaijani;azb
South Central Banda;lnl
South Central Dinka;dib
South Efate;erk
South Fali;fal
South Giziga;giz
South Lembata;lmf
South Levantine Arabic;ajp
South Marquesan;mqm
South Muyu;kts
South Nuaulu;nxl
South Picene;spx
South Slavey;xsl
South Tairora;omw
South Ucayali Ashéninka;cpy
South Watut;mcy
South Wemale;tlw
Southeast Ambrym;tvk
Southeast Babar;vbb
Southeast Ijo;ijs
Southeast Pashayi;psi
Southeastern Dinka;dks
Southeastern Ixtlán Zapotec;zpd
Southeastern Kolami;nit
Southeastern Nochixtlán Mixtec;mxy
Southeastern Pomo;pom
Southeastern Puebla Nahuatl;npl
Southeastern Tarahumara;tcu
Southeastern Tepehuan;stp
Southern Alta;agy
Southern Altai;alt
Southern Amami-Oshima;ams
Southern Amami Ōshima;ams
Southern Aymara;ayc
Southern Bai;bfs
Southern Balochi;bcc
Southern Birifor;biv
Southern Bobo Madaré;bwq
Southern Bobo;bwq
Southern Bontoc;obk
Southern Bontok;obk
Southern Carrier;caf
Southern Catanduanes Bicolano;bln
Southern Dagaare;dga
Southern East Cree;crj
Southern Ghale;ghe
Southern Gondi;ggo
Southern Grebo;grj
Southern Guiyang Hmong;hmy
Southern Haida;hax
Southern Hindko;hnd
Southern Kalapuya;sxk
Southern Kalinga;ksc
Southern Kam;kmc
Southern Kisi;kss
Southern Kiwai;kjd
Southern Kurdish;sdh
Southern Lolopo;ysp
Southern Lorung;lrr
Southern Luri;luz
Southern Ma'di;snm
Southern Mashan Hmong;hma
Southern Mnong;mnn
Southern Muji;ymc
Southern Nambikuára;nab
Southern Ndebele;nr
Southern Ngbandi;nbw
Southern Nicobarese;nik
Southern Nisu;nsd
Southern Nuni;nnw
Southern Ohlone;css
Southern One;osu
Southern Pame;pmz
Southern Pinghua;csp
Southern Pomo;peq
Southern Puebla Mixtec;mit
Southern Puget Sound Salish;slh
Southern Pumi;pmj
Southern Qiandong Miao;hms
Southern Qiang;qxs
Southern Rengma Naga;nre
Southern Rincon Zapotec;zsr
Southern Roglai;rgs
Southern Sama;ssb
Southern Sami;sma
Southern Samo;sbd
Southern Sierra Miwok;skd
Southern Thai;sou
Southern Tiwa;tix
Southern Toussian;wib
Southern Tujia;tjs
Southern Tutchone;tce
Southern Uzbek;uzs
Southern Yukaghir;yux
Southwest Gbaya;gso
Southwest Palawano;plv
Southwest Pashayi;psh
Southwest Tanna;nwi
Southwestern Bontoc;vbk
Southwestern Bontok;vbk
Southwestern Dinka;dik
Southwestern Fars;fay
Southwestern Guiyang Hmong;hmg
Southwestern Huishui Hmong;hmh
Southwestern Nisu;nsv
Southwestern Tamang;tsf
Southwestern Tarahumara;twr
Southwestern Tepehuan;tla
Southwestern Tlaxiaco Mixtec;meh
Sowa;sww
Sowanda;sow
Soyaltepec Mazatec;vmp
Soyaltepec Mixtec;vmq
Spanish Sign Language;ssp
Spanish;es
Spiti Bhoti;spt
Spokane;spo
Squamish;squ
Sranan Tongo;srn
Sri Lankan Creole Malay;sci
Sri Lankan Sign Language;sqs
Ỹaroamë;yro
Standard Moroccan Tamazight;zgh
Stod Bhoti;sbu
Stoney;sto
Suabo;szp
Suarmin;seo
Suau;swp
Suba-Simbiti;ssc
Suba;sxb
Subi;xsj
Subiya;sbs
Subtiaba;sut
Sudanese Arabic;apd
Sudest;tgo
Sudovian;xsv
Suena;sue
Suga;sgi
Suganga;sug
Sugut Dusun;kzs
Sui;swi
Suki;sui
Suku;sub
Sukuma;suk
Sukur;syk
Sukurum;zsu
Sula;szn
Sulka;sua
Sulod;srg
Sulung;suv
Suma;sqm
Sumariup;siv
Sumau;six
Sumbawa;smw
Sumbwa;suw
Sumerian;sux
Sunam;ssk
Sundanese;su
Sungwadaga;mwo
Sungwadia;mrb
Sunum;ymn
Sunwar;suz
Suoy;syo
Supyire;spp
Sur;tdl
Surbakhal;sbj
Suri;suq
Surigaonon;sgd
Surjapuri;sjp
Sursurunga;sgz
Suruí Do Pará;mdz
Suruí;sru
Suruahá;swx
Surubu;sde
Susquehannock;sqn
Susu;sus
Susuami;ssu
Suundi;sdj
Suwawa;swu
Suyá;suy
Svan;sva
Swabian;swg
Swahili;sw
Swampy Cree;csw
Swati;\N
Swazi;ss
Swedish Sign Language;swl
Swedish;sv
Swiss-French Sign Language;ssr
Swiss-German Sign Language;sgg
Swiss-Italian Sign Language;slf
Swo;sox
Syenara Senoufo;shz
Sylheti;syl
Syriac;syr
Syrian Arabic;sem-syr
T'en;tct
Tîrî;cir
Téén;lor
Tübatulabal;tub
Tày Sa Pa;tys
Tày Tac;tyt
Tày;tyz
Tây Bồi;tas
Ta'izzi-Adeni Arabic;acq
Taíno;tnq
Taabwa;tap
Tabaa Zapotec;zat
Tabaru;tby
Tabasaran;tab
Tabasco Chontal;chf
